			AGREE(back,nonlocal)	AGREE(front,local)	AGREE(nonhigh_front,local)	AGREE(low_front,local)	AGREE(double_front,local)	USE_FRONT/bilabial__	USE_FRONT/[+cor,+son]__	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
pebb	pebbnek	1	0	0	0	0	0	0	0	0	0	0
kálmuecc	kálmueccnak	0	0	1	1	1	0	0	0	1	1	0
kálmuecc	kálmueccnek	1	1	0	0	0	0	0	0	0	0	0
Totek	Toteknak	0	0	1	1	1	0	0	0	0	0	0
Totek	Toteknek	1	1	0	0	0	0	0	0	0	0	0
téll	téllnak	0	0	1	1	0	0	0	1	0	1	0
téll	téllnek	1	0	0	0	0	0	0	0	0	0	0
Csin	Csinnak	0	0	1	0	0	0	0	1	0	0	0
Csin	Csinnek	1	0	0	0	0	0	0	0	0	0	0
vatímís	vatímísnak	0	0	1	0	0	1	0	0	1	0	0
vatímís	vatímísnek	1	1	0	0	0	0	0	0	0	0	0
tibb	tibbnak	0	0	1	0	0	0	1	0	0	1	0
tibb	tibbnek	1	0	0	0	0	0	0	0	0	0	0
szanlép	szanlépnak	1	0	1	1	0	0	1	0	0	0	0
szanlép	szanlépnek	0	1	0	0	0	0	0	0	0	0	0
Fone	Fonenak	1	0	1	1	1	0	0	0	0	0	0
Fone	Fonenek	0	1	0	0	0	0	0	0	0	0	0
Azép	Azépnak	1	0	1	1	0	0	1	0	0	0	0
Azép	Azépnek	0	1	0	0	0	0	0	0	0	0	0
Tópecc	Tópeccnak	0	0	1	1	1	0	0	0	1	1	0
Tópecc	Tópeccnek	1	1	0	0	0	0	0	0	0	0	0
Órmétt	Órméttnak	0	0	1	1	0	0	0	0	0	1	0
Órmétt	Órméttnek	1	1	0	0	0	0	0	0	0	0	0
spámés	spámésnak	0	0	1	1	0	0	0	0	1	0	0
spámés	spámésnek	1	1	0	0	0	0	0	0	0	0	0
étt	éttnak	0	0	1	1	0	0	0	0	0	1	0
étt	éttnek	1	0	0	0	0	0	0	0	0	0	0
nudil	nudilnak	1	0	1	0	0	0	0	1	0	0	0
nudil	nudilnek	0	1	0	0	0	0	0	0	0	0	0
Tálvedins	Tálvedinsnak	0	0	1	0	0	1	0	0	1	1	0
Tálvedins	Tálvedinsnek	1	1	0	0	0	0	0	0	0	0	0
astény	asténynak	0	0	1	1	0	0	0	1	0	0	0
astény	asténynek	1	1	0	0	0	0	0	0	0	0	0
Natelt	Nateltnak	0	0	1	1	1	0	0	0	0	1	0
Natelt	Nateltnek	1	1	0	0	0	0	0	0	0	0	0
házes	házesnak	0	0	1	1	1	0	0	0	1	0	0
házes	házesnek	1	1	0	0	0	0	0	0	0	0	0
vuvsé	vuvsénak	1	0	1	1	0	0	0	0	0	0	0
vuvsé	vuvsének	0	1	0	0	0	0	0	0	0	0	0
csokém	csokémnak	1	0	1	1	0	0	1	0	0	0	0
csokém	csokémnek	0	1	0	0	0	0	0	0	0	0	0
Hovill	Hovillnak	1	0	1	0	0	0	0	1	0	1	0
Hovill	Hovillnek	0	1	0	0	0	0	0	0	0	0	0
Vejj	Vejjnak	0	0	1	1	1	0	0	0	0	1	0
Vejj	Vejjnek	1	0	0	0	0	0	0	0	0	0	0
Ókagymébb	Ókagymébbnak	0	0	1	1	0	0	1	0	0	1	0
Ókagymébb	Ókagymébbnek	1	1	0	0	0	0	0	0	0	0	0
Fakteny	Faktenynak	0	0	1	1	1	0	0	1	0	0	0
Fakteny	Faktenynek	1	1	0	0	0	0	0	0	0	0	0
csis	csisnak	0	0	1	0	0	0	0	0	1	0	0
csis	csisnek	1	0	0	0	0	0	0	0	0	0	0
másszodib	másszodibnak	0	0	1	0	0	0	1	0	0	0	0
másszodib	másszodibnek	1	1	0	0	0	0	0	0	0	0	0
kází	kázínak	1	0	1	0	0	0	0	0	0	0	0
kází	kázínek	0	1	0	0	0	0	0	0	0	0	0
Kartegik	Kartegiknak	0	0	1	0	0	1	0	0	0	0	0
Kartegik	Kartegiknek	1	1	0	0	0	0	0	0	0	0	0
zsí	zsínak	0	0	1	0	0	0	0	0	0	0	0
zsí	zsínek	1	0	0	0	0	0	0	0	0	0	1
Fupel	Fupelnak	0	0	1	1	1	0	0	1	0	0	0
Fupel	Fupelnek	1	1	0	0	0	0	0	0	0	0	0
mósztalzibb	mósztalzibbnak	0	0	1	0	0	0	1	0	0	1	0
mósztalzibb	mósztalzibbnek	1	1	0	0	0	0	0	0	0	0	0
szakem	szakemnak	0	0	1	1	1	0	1	0	0	0	0
szakem	szakemnek	1	1	0	0	0	0	0	0	0	0	0
Elt	Eltnak	0	0	1	1	1	0	0	0	0	1	0
Elt	Eltnek	1	0	0	0	0	0	0	0	0	0	0
Nyalefles	Nyaleflesnak	0	0	1	1	1	1	0	0	1	0	0
Nyalefles	Nyaleflesnek	1	1	0	0	0	0	0	0	0	0	0
Mitt	Mittnak	0	0	1	0	0	0	0	0	0	1	0
Mitt	Mittnek	1	0	0	0	0	0	0	0	0	0	0
Kádserc	Kádsercnak	0	0	1	1	1	0	0	0	1	1	0
Kádserc	Kádsercnek	1	1	0	0	0	0	0	0	0	0	0
tárkíszvém	tárkíszvémnak	0	0	1	1	0	1	1	0	0	0	0
tárkíszvém	tárkíszvémnek	1	1	0	0	0	0	0	0	0	0	0
acses	acsesnak	0	0	1	1	1	0	0	0	1	0	0
acses	acsesnek	1	1	0	0	0	0	0	0	0	0	0
rel	relnak	0	0	1	1	1	0	0	1	0	0	0
rel	relnek	1	0	0	0	0	0	0	0	0	0	0
admepill	admepillnak	0	0	1	0	0	1	0	1	0	1	0
admepill	admepillnek	1	1	0	0	0	0	0	0	0	0	0
Áges	Ágesnak	0	0	1	1	1	0	0	0	1	0	0
Áges	Ágesnek	1	1	0	0	0	0	0	0	0	0	0
hudém	hudémnak	1	0	1	1	0	0	1	0	0	0	0
hudém	hudémnek	0	1	0	0	0	0	0	0	0	0	0
Talend	Talendnak	0	0	1	1	1	0	0	0	0	1	0
Talend	Talendnek	1	1	0	0	0	0	0	0	0	0	0
hándég	hándégnak	1	0	1	1	0	0	0	0	0	0	0
hándég	hándégnek	0	1	0	0	0	0	0	0	0	0	0
ókénc	ókéncnak	1	0	1	1	0	0	0	0	1	1	0
ókénc	ókéncnek	0	1	0	0	0	0	0	0	0	0	0
Landírd	Landírdnak	1	0	1	0	0	0	0	0	0	1	0
Landírd	Landírdnek	0	1	0	0	0	0	0	0	0	0	0
zsopekses	zsopeksesnak	0	0	1	1	1	1	0	0	1	0	0
zsopekses	zsopeksesnek	1	1	0	0	0	0	0	0	0	0	0
motérill	motérillnak	0	0	1	0	0	1	0	1	0	1	0
motérill	motérillnek	1	1	0	0	0	0	0	0	0	0	0
Fázdir	Fázdirnak	1	0	1	0	0	0	0	1	0	0	0
Fázdir	Fázdirnek	0	1	0	0	0	0	0	0	0	0	0
Bótáredt	Bótáredtnak	0	0	1	1	1	0	0	0	0	1	0
Bótáredt	Bótáredtnek	1	1	0	0	0	0	0	0	0	0	0
Usmen	Usmennak	1	0	1	1	1	0	0	1	0	0	0
Usmen	Usmennek	0	1	0	0	0	0	0	0	0	0	0
Halijn	Halijnnak	1	0	1	0	0	0	0	1	0	1	0
Halijn	Halijnnek	0	1	0	0	0	0	0	0	0	0	0
Jadém	Jadémnak	1	0	1	1	0	0	1	0	0	0	0
Jadém	Jadémnek	0	1	0	0	0	0	0	0	0	0	0
artyántil	artyántilnak	1	0	1	0	0	0	0	1	0	0	0
artyántil	artyántilnek	0	1	0	0	0	0	0	0	0	0	0
szalhárécc	szalháréccnak	1	0	1	1	0	0	0	0	1	1	0
szalhárécc	szalháréccnek	0	1	0	0	0	0	0	0	0	0	0
Szoséterb	Szoséterbnak	0	0	1	1	1	1	1	0	0	1	0
Szoséterb	Szoséterbnek	1	1	0	0	0	0	0	0	0	0	0
kadeszind	kadeszindnak	1	0	1	0	0	1	0	0	0	1	0
kadeszind	kadeszindnek	0	1	0	0	0	0	0	0	0	0	0
Ém	Émnak	0	0	1	1	0	0	1	0	0	0	0
Ém	Émnek	1	0	0	0	0	0	0	0	0	0	0
uzezzés	uzezzésnak	0	0	1	1	0	1	0	0	1	0	0
uzezzés	uzezzésnek	1	1	0	0	0	0	0	0	0	0	0
akhim	akhimnak	1	0	1	0	0	0	1	0	0	0	0
akhim	akhimnek	0	1	0	0	0	0	0	0	0	0	0
ráltényé	ráltényénak	0	0	1	1	0	1	0	0	0	0	0
ráltényé	ráltényének	1	1	0	0	0	0	0	0	0	0	0
kóde	kódenak	1	0	1	1	1	0	0	0	0	0	0
kóde	kódenek	0	1	0	0	0	0	0	0	0	0	0
akimé	akiménak	0	0	1	1	0	1	0	0	0	0	0
akimé	akimének	1	1	0	0	0	0	0	0	0	0	0
hárakem	hárakemnak	0	0	1	1	1	0	1	0	0	0	0
hárakem	hárakemnek	1	1	0	0	0	0	0	0	0	0	0
tolett	tolettnak	0	0	1	1	1	0	0	0	0	1	0
tolett	tolettnek	1	1	0	0	0	0	0	0	0	0	0
Prett	Prettnak	0	0	1	1	1	0	0	0	0	1	0
Prett	Prettnek	1	0	0	0	0	0	0	0	0	0	0
Szodrísszher	Szodrísszhernak	0	0	1	1	1	1	0	1	0	0	0
Szodrísszher	Szodrísszhernek	1	1	0	0	0	0	0	0	0	0	0
Cir	Cirnak	0	0	1	0	0	0	0	1	0	0	0
Cir	Cirnek	1	0	0	0	0	0	0	0	0	0	0
Gyasztep	Gyasztepnak	0	0	1	1	1	0	1	0	0	0	0
Gyasztep	Gyasztepnek	1	1	0	0	0	0	0	0	0	0	0
Vureldern	Vureldernnak	0	0	1	1	1	1	0	1	0	1	0
Vureldern	Vureldernnek	1	1	0	0	0	0	0	0	0	0	0
Vórmámlés	Vórmámlésnak	1	0	1	1	0	0	0	0	1	0	0
Vórmámlés	Vórmámlésnek	0	1	0	0	0	0	0	0	0	0	0
Vensz	Vensznak	0	0	1	1	1	0	0	0	1	1	0
Vensz	Vensznek	1	0	0	0	0	0	0	0	0	0	0
csandendes	csandendesnak	0	0	1	1	1	1	0	0	1	0	0
csandendes	csandendesnek	1	1	0	0	0	0	0	0	0	0	0
nen	nennak	0	0	1	1	1	0	0	1	0	0	0
nen	nennek	1	0	0	0	0	0	0	0	0	0	0
Málle	Mállenak	1	0	1	1	1	0	0	0	0	0	0
Málle	Mállenek	0	1	0	0	0	0	0	0	0	0	0
kébb	kébbnak	0	0	1	1	0	0	1	0	0	1	0
kébb	kébbnek	1	0	0	0	0	0	0	0	0	0	0
boszébb	boszébbnak	0	0	1	1	0	0	1	0	0	1	0
boszébb	boszébbnek	1	1	0	0	0	0	0	0	0	0	0
kovahés	kovahésnak	0	0	1	1	0	0	0	0	1	0	0
kovahés	kovahésnek	1	1	0	0	0	0	0	0	0	0	0
kungodét	kungodétnak	1	0	1	1	0	0	0	0	0	0	0
kungodét	kungodétnek	0	1	0	0	0	0	0	0	0	0	0
Turreszlins	Turreszlinsnak	0	0	1	0	0	1	0	0	1	1	0
Turreszlins	Turreszlinsnek	1	1	0	0	0	0	0	0	0	0	0
zsim	zsimnak	0	0	1	0	0	0	1	0	0	0	0
zsim	zsimnek	1	0	0	0	0	0	0	0	0	0	0
Kazmegd	Kazmegdnak	1	0	1	1	1	0	0	0	0	1	0
Kazmegd	Kazmegdnek	0	1	0	0	0	0	0	0	0	0	0
hél	hélnak	0	0	1	1	0	0	0	1	0	0	0
hél	hélnek	1	0	0	0	0	0	0	0	0	0	0
szállebb	szállebbnak	0	0	1	1	1	0	1	0	0	1	0
szállebb	szállebbnek	1	1	0	0	0	0	0	0	0	0	0
fí	fínak	0	0	1	0	0	0	0	0	0	0	0
fí	fínek	1	0	0	0	0	0	0	0	0	0	1
Salyóltém	Salyóltémnak	0	0	1	1	0	0	1	0	0	0	0
Salyóltém	Salyóltémnek	1	1	0	0	0	0	0	0	0	0	0
Horéll	Horéllnak	0	0	1	1	0	0	0	1	0	1	0
Horéll	Horéllnek	1	1	0	0	0	0	0	0	0	0	0
Vuguzé	Vuguzénak	0	0	1	1	0	0	0	0	0	0	0
Vuguzé	Vuguzének	1	1	0	0	0	0	0	0	0	0	0
Cávés	Cávésnak	1	0	1	1	0	0	0	0	1	0	0
Cávés	Cávésnek	0	1	0	0	0	0	0	0	0	0	0
titt	tittnak	0	0	1	0	0	0	0	0	0	1	0
titt	tittnek	1	0	0	0	0	0	0	0	0	0	0
dálmés	dálmésnak	0	0	1	1	0	0	0	0	1	0	0
dálmés	dálmésnek	1	1	0	0	0	0	0	0	0	0	0
jógobel	jógobelnak	0	0	1	1	1	0	0	1	0	0	0
jógobel	jógobelnek	1	1	0	0	0	0	0	0	0	0	0
Szatés	Szatésnak	1	0	1	1	0	0	0	0	1	0	0
Szatés	Szatésnek	0	1	0	0	0	0	0	0	0	0	0
gény	génynak	0	0	1	1	0	0	0	1	0	0	0
gény	génynek	1	0	0	0	0	0	0	0	0	0	0
Fólkúlén	Fólkúlénnak	0	0	1	1	0	0	0	1	0	0	0
Fólkúlén	Fólkúlénnek	1	1	0	0	0	0	0	0	0	0	0
csarim	csarimnak	1	0	1	0	0	0	1	0	0	0	0
csarim	csarimnek	0	1	0	0	0	0	0	0	0	0	0
tóstins	tóstinsnak	1	0	1	0	0	0	0	0	1	1	0
tóstins	tóstinsnek	0	1	0	0	0	0	0	0	0	0	0
állém	állémnak	0	0	1	1	0	0	1	0	0	0	0
állém	állémnek	1	1	0	0	0	0	0	0	0	0	0
Fuidett	Fuidettnak	0	0	1	1	1	1	0	0	0	1	0
Fuidett	Fuidettnek	1	1	0	0	0	0	0	0	0	0	0
Fozdene	Fozdenenak	0	0	1	1	1	1	0	0	0	0	0
Fozdene	Fozdenenek	1	1	0	0	0	0	0	0	0	0	0
Tédt	Tédtnak	0	0	1	1	0	0	0	0	0	1	0
Tédt	Tédtnek	1	0	0	0	0	0	0	0	0	0	0
Ákapelp	Ákapelpnak	0	0	1	1	1	0	1	0	0	1	0
Ákapelp	Ákapelpnek	1	1	0	0	0	0	0	0	0	0	0
pullatill	pullatillnak	1	0	1	0	0	0	0	1	0	1	0
pullatill	pullatillnek	0	1	0	0	0	0	0	0	0	0	0
ís	ísnak	0	0	1	0	0	0	0	0	1	0	0
ís	ísnek	1	0	0	0	0	0	0	0	0	0	1
teg	tegnak	0	0	1	1	1	0	0	0	0	0	0
teg	tegnek	1	0	0	0	0	0	0	0	0	0	0
Brodilze	Brodilzenak	0	0	1	1	1	1	0	0	0	0	0
Brodilze	Brodilzenek	1	1	0	0	0	0	0	0	0	0	0
csandonzeb	csandonzebnak	0	0	1	1	1	0	1	0	0	0	0
csandonzeb	csandonzebnek	1	1	0	0	0	0	0	0	0	0	0
Tokin	Tokinnak	1	0	1	0	0	0	0	1	0	0	0
Tokin	Tokinnek	0	1	0	0	0	0	0	0	0	0	0
síst	sístnak	0	0	1	0	0	0	0	0	0	1	0
síst	sístnek	1	0	0	0	0	0	0	0	0	0	1
szógegibb	szógegibbnak	0	0	1	0	0	1	1	0	0	1	0
szógegibb	szógegibbnek	1	1	0	0	0	0	0	0	0	0	0
gambem	gambemnak	0	0	1	1	1	0	1	0	0	0	0
gambem	gambemnek	1	1	0	0	0	0	0	0	0	0	0
Dáéljérr	Dáéljérrnak	0	0	1	1	0	1	0	1	0	1	0
Dáéljérr	Dáéljérrnek	1	1	0	0	0	0	0	0	0	0	0
Gyantes	Gyantesnak	0	0	1	1	1	0	0	0	1	0	0
Gyantes	Gyantesnek	1	1	0	0	0	0	0	0	0	0	0
Tert	Tertnak	0	0	1	1	1	0	0	0	0	1	0
Tert	Tertnek	1	0	0	0	0	0	0	0	0	0	0
Dáhulény	Dáhulénynak	1	0	1	1	0	0	0	1	0	0	0
Dáhulény	Dáhulénynek	0	1	0	0	0	0	0	0	0	0	0
éssz	éssznak	1	0	1	1	0	0	0	0	1	1	0
éssz	éssznek	0	0	0	0	0	0	0	0	0	0	0
báragzit	báragzitnak	1	0	1	0	0	0	0	0	0	0	0
báragzit	báragzitnek	0	1	0	0	0	0	0	0	0	0	0
karvés	karvésnak	0	0	1	1	0	0	0	0	1	0	0
karvés	karvésnek	1	1	0	0	0	0	0	0	0	0	0
Eg	Egnak	0	0	1	1	1	0	0	0	0	0	0
Eg	Egnek	1	0	0	0	0	0	0	0	0	0	0
dátrirzin	dátrirzinnak	0	0	1	0	0	1	0	1	0	0	0
dátrirzin	dátrirzinnek	1	1	0	0	0	0	0	0	0	0	0
Adebb	Adebbnak	0	0	1	1	1	0	1	0	0	1	0
Adebb	Adebbnek	1	1	0	0	0	0	0	0	0	0	0
enny	ennynak	0	0	1	1	1	0	0	1	0	1	0
enny	ennynek	1	0	0	0	0	0	0	0	0	0	0
udlotép	udlotépnak	0	0	1	1	0	0	1	0	0	0	0
udlotép	udlotépnek	1	1	0	0	0	0	0	0	0	0	0
kápkenk	kápkenknak	0	0	1	1	1	0	0	0	0	1	0
kápkenk	kápkenknek	1	1	0	0	0	0	0	0	0	0	0
Zózóreny	Zózórenynak	0	0	1	1	1	0	0	1	0	0	0
Zózóreny	Zózórenynek	1	1	0	0	0	0	0	0	0	0	0
Túrmes	Túrmesnak	0	0	1	1	1	0	0	0	1	0	0
Túrmes	Túrmesnek	1	1	0	0	0	0	0	0	0	0	0
Bájmém	Bájmémnak	0	0	1	1	0	0	1	0	0	0	0
Bájmém	Bájmémnek	1	1	0	0	0	0	0	0	0	0	0
Tanird	Tanirdnak	1	0	1	0	0	0	0	0	0	1	0
Tanird	Tanirdnek	0	1	0	0	0	0	0	0	0	0	0
súes	súesnak	0	0	1	1	1	0	0	0	1	0	0
súes	súesnek	1	1	0	0	0	0	0	0	0	0	0
jamokénc	jamokéncnak	0	0	1	1	0	0	0	0	1	1	0
jamokénc	jamokéncnek	1	1	0	0	0	0	0	0	0	0	0
jarli	jarlinak	1	0	1	0	0	0	0	0	0	0	0
jarli	jarlinek	0	1	0	0	0	0	0	0	0	0	0
Rabutén	Rabuténnak	0	0	1	1	0	0	0	1	0	0	0
Rabutén	Rabuténnek	1	1	0	0	0	0	0	0	0	0	0
fragyem	fragyemnak	0	0	1	1	1	0	1	0	0	0	0
fragyem	fragyemnek	1	1	0	0	0	0	0	0	0	0	0
Káralill	Káralillnak	1	0	1	0	0	0	0	1	0	1	0
Káralill	Káralillnek	0	1	0	0	0	0	0	0	0	0	0
kétt	kéttnak	0	0	1	1	0	0	0	0	0	1	0
kétt	kéttnek	1	0	0	0	0	0	0	0	0	0	0
ongolje	ongoljenak	1	0	1	1	1	0	0	0	0	0	0
ongolje	ongoljenek	0	1	0	0	0	0	0	0	0	0	0
kvátápíny	kvátápínynak	0	0	1	0	0	0	0	1	0	0	0
kvátápíny	kvátápínynek	1	1	0	0	0	0	0	0	0	0	0
Kalubenz	Kalubenznak	0	0	1	1	1	0	0	0	1	1	0
Kalubenz	Kalubenznek	1	1	0	0	0	0	0	0	0	0	0
Banazebb	Banazebbnak	0	0	1	1	1	0	1	0	0	1	0
Banazebb	Banazebbnek	1	1	0	0	0	0	0	0	0	0	0
Pranfárte	Pranfártenak	1	0	1	1	1	0	0	0	0	0	0
Pranfárte	Pranfártenek	0	1	0	0	0	0	0	0	0	0	0
Fólerserj	Fólerserjnak	0	0	1	1	1	1	0	0	0	1	0
Fólerserj	Fólerserjnek	1	1	0	0	0	0	0	0	0	0	0
kíb	kíbnak	0	0	1	0	0	0	1	0	0	0	0
kíb	kíbnek	1	0	0	0	0	0	0	0	0	0	1
nyadis	nyadisnak	1	0	1	0	0	0	0	0	1	0	0
nyadis	nyadisnek	0	1	0	0	0	0	0	0	0	0	0
mutórisz	mutórisznak	1	0	1	0	0	0	0	0	1	0	0
mutórisz	mutórisznek	0	1	0	0	0	0	0	0	0	0	0
Correrém	Correrémnak	0	0	1	1	0	1	1	0	0	0	0
Correrém	Correrémnek	1	1	0	0	0	0	0	0	0	0	0
keg	kegnak	0	0	1	1	1	0	0	0	0	0	0
keg	kegnek	1	0	0	0	0	0	0	0	0	0	0
Atadeng	Atadengnak	0	0	1	1	1	0	0	0	0	1	0
Atadeng	Atadengnek	1	1	0	0	0	0	0	0	0	0	0
adónís	adónísnak	0	0	1	0	0	0	0	0	1	0	0
adónís	adónísnek	1	1	0	0	0	0	0	0	0	0	0
rily	rilynak	0	0	1	0	0	0	0	0	0	0	0
rily	rilynek	1	0	0	0	0	0	0	0	0	0	0
kómem	kómemnak	0	0	1	1	1	0	1	0	0	0	0
kómem	kómemnek	1	1	0	0	0	0	0	0	0	0	0
Vosztelirn	Vosztelirnnak	0	0	1	0	0	1	0	1	0	1	0
Vosztelirn	Vosztelirnnek	1	1	0	0	0	0	0	0	0	0	0
Vúgyites	Vúgyitesnak	0	0	1	1	1	1	0	0	1	0	0
Vúgyites	Vúgyitesnek	1	1	0	0	0	0	0	0	0	0	0
Notkejzs	Notkejzsnak	0	0	1	1	1	0	0	0	1	1	0
Notkejzs	Notkejzsnek	1	1	0	0	0	0	0	0	0	0	0
Dánén	Dánénnak	0	0	1	1	0	0	0	1	0	0	0
Dánén	Dánénnek	1	1	0	0	0	0	0	0	0	0	0
topjin	topjinnak	1	0	1	0	0	0	0	1	0	0	0
topjin	topjinnek	0	1	0	0	0	0	0	0	0	0	0
akunzend	akunzendnak	0	0	1	1	1	0	0	0	0	1	0
akunzend	akunzendnek	1	1	0	0	0	0	0	0	0	0	0
botemm	botemmnak	0	0	1	1	1	0	1	0	0	1	0
botemm	botemmnek	1	1	0	0	0	0	0	0	0	0	0
Apcesérn	Apcesérnnak	0	0	1	1	0	1	0	1	0	1	0
Apcesérn	Apcesérnnek	1	1	0	0	0	0	0	0	0	0	0
bikt	biktnak	0	0	1	0	0	0	0	0	0	1	0
bikt	biktnek	1	0	0	0	0	0	0	0	0	0	0
Ogózéb	Ogózébnak	0	0	1	1	0	0	1	0	0	0	0
Ogózéb	Ogózébnek	1	1	0	0	0	0	0	0	0	0	0
nyopeny	nyopenynak	1	0	1	1	1	0	0	1	0	0	0
nyopeny	nyopenynek	0	1	0	0	0	0	0	0	0	0	0
kogybis	kogybisnak	1	0	1	0	0	0	0	0	1	0	0
kogybis	kogybisnek	0	1	0	0	0	0	0	0	0	0	0
anzílc	anzílcnak	1	0	1	0	0	0	0	0	1	1	0
anzílc	anzílcnek	0	1	0	0	0	0	0	0	0	0	0
Nyem	Nyemnak	0	0	1	1	1	0	1	0	0	0	0
Nyem	Nyemnek	1	0	0	0	0	0	0	0	0	0	0
Hátrín	Hátrínnak	1	0	1	0	0	0	0	1	0	0	0
Hátrín	Hátrínnek	0	1	0	0	0	0	0	0	0	0	0
Hónes	Hónesnak	0	0	1	1	1	0	0	0	1	0	0
Hónes	Hónesnek	1	1	0	0	0	0	0	0	0	0	0
Szibb	Szibbnak	0	0	1	0	0	0	1	0	0	1	0
Szibb	Szibbnek	1	0	0	0	0	0	0	0	0	0	0
ókezge	ókezgenak	0	0	1	1	1	1	0	0	0	0	0
ókezge	ókezgenek	1	1	0	0	0	0	0	0	0	0	0
tetty	tettynak	0	0	1	1	1	0	0	0	0	1	0
tetty	tettynek	1	0	0	0	0	0	0	0	0	0	0
atálek	atáleknak	1	0	1	1	1	0	0	0	0	0	0
atálek	atáleknek	0	1	0	0	0	0	0	0	0	0	0
Milcs	Milcsnak	0	0	1	0	0	0	0	0	1	1	0
Milcs	Milcsnek	1	0	0	0	0	0	0	0	0	0	0
hafséb	hafsébnak	0	0	1	1	0	0	1	0	0	0	0
hafséb	hafsébnek	1	1	0	0	0	0	0	0	0	0	0
Jádin	Jádinnak	1	0	1	0	0	0	0	1	0	0	0
Jádin	Jádinnek	0	1	0	0	0	0	0	0	0	0	0
nin	ninnak	0	0	1	0	0	0	0	1	0	0	0
nin	ninnek	1	0	0	0	0	0	0	0	0	0	0
konátís	konátísnak	1	0	1	0	0	0	0	0	1	0	0
konátís	konátísnek	0	1	0	0	0	0	0	0	0	0	0
rikt	riktnak	0	0	1	0	0	0	0	0	0	1	0
rikt	riktnek	1	0	0	0	0	0	0	0	0	0	0
Mágodék	Mágodéknak	1	0	1	1	0	0	0	0	0	0	0
Mágodék	Mágodéknek	0	1	0	0	0	0	0	0	0	0	0
Trés	Trésnak	0	0	1	1	0	0	0	0	1	0	0
Trés	Trésnek	1	0	0	0	0	0	0	0	0	0	0
Coltozzim	Coltozzimnak	1	0	1	0	0	0	1	0	0	0	0
Coltozzim	Coltozzimnek	0	1	0	0	0	0	0	0	0	0	0
Konzérr	Konzérrnak	1	0	1	1	0	0	0	1	0	1	0
Konzérr	Konzérrnek	0	1	0	0	0	0	0	0	0	0	0
vébb	vébbnak	0	0	1	1	0	0	1	0	0	1	0
vébb	vébbnek	1	0	0	0	0	0	0	0	0	0	0
táimlet	táimletnak	0	0	1	1	1	1	0	0	0	0	0
táimlet	táimletnek	1	1	0	0	0	0	0	0	0	0	0
orkitt	orkittnak	0	0	1	0	0	0	0	0	0	1	0
orkitt	orkittnek	1	1	0	0	0	0	0	0	0	0	0
Nótykólsen	Nótykólsennak	0	0	1	1	1	0	0	1	0	0	0
Nótykólsen	Nótykólsennek	1	1	0	0	0	0	0	0	0	0	0
kúrgakém	kúrgakémnak	0	0	1	1	0	0	1	0	0	0	0
kúrgakém	kúrgakémnek	1	1	0	0	0	0	0	0	0	0	0
Kardég	Kardégnak	0	0	1	1	0	0	0	0	0	0	0
Kardég	Kardégnek	1	1	0	0	0	0	0	0	0	0	0
tokik	tokiknak	1	0	1	0	0	0	0	0	0	0	0
tokik	tokiknek	0	1	0	0	0	0	0	0	0	0	0
masztátkis	masztátkisnak	0	0	1	0	0	0	0	0	1	0	0
masztátkis	masztátkisnek	1	1	0	0	0	0	0	0	0	0	0
rákalett	rákalettnak	0	0	1	1	1	0	0	0	0	1	0
rákalett	rákalettnek	1	1	0	0	0	0	0	0	0	0	0
Tasszes	Tasszesnak	0	0	1	1	1	0	0	0	1	0	0
Tasszes	Tasszesnek	1	1	0	0	0	0	0	0	0	0	0
Aszentebb	Aszentebbnak	0	0	1	1	1	1	1	0	0	1	0
Aszentebb	Aszentebbnek	1	1	0	0	0	0	0	0	0	0	0
Dáréll	Dáréllnak	0	0	1	1	0	0	0	1	0	1	0
Dáréll	Dáréllnek	1	1	0	0	0	0	0	0	0	0	0
Elt	Eltnak	0	0	1	1	1	0	0	0	0	1	0
Elt	Eltnek	1	0	0	0	0	0	0	0	0	0	0
ajtíep	ajtíepnak	0	0	1	1	1	1	1	0	0	0	0
ajtíep	ajtíepnek	1	1	0	0	0	0	0	0	0	0	0
kénc	kéncnak	0	0	1	1	0	0	0	0	1	1	0
kénc	kéncnek	1	0	0	0	0	0	0	0	0	0	0
friny	frinynak	0	0	1	0	0	0	0	1	0	0	0
friny	frinynek	1	0	0	0	0	0	0	0	0	0	0
Rékt	Réktnak	0	0	1	1	0	0	0	0	0	1	0
Rékt	Réktnek	1	0	0	0	0	0	0	0	0	0	0
spés	spésnak	0	0	1	1	0	0	0	0	1	0	0
spés	spésnek	1	0	0	0	0	0	0	0	0	0	0
Fem	Femnak	0	0	1	1	1	0	1	0	0	0	0
Fem	Femnek	1	0	0	0	0	0	0	0	0	0	0
rómattér	rómattérnak	0	0	1	1	0	0	0	1	0	0	0
rómattér	rómattérnek	1	1	0	0	0	0	0	0	0	0	0
kebb	kebbnak	0	0	1	1	1	0	1	0	0	1	0
kebb	kebbnek	1	0	0	0	0	0	0	0	0	0	0
lér	lérnak	0	0	1	1	0	0	0	1	0	0	0
lér	lérnek	1	0	0	0	0	0	0	0	0	0	0
Ódikeg	Ódikegnak	0	0	1	1	1	1	0	0	0	0	0
Ódikeg	Ódikegnek	1	1	0	0	0	0	0	0	0	0	0
